trainer_ID,pokemon_name
2732,Exeggcute
2733,Magikarp
2733,Caterpie
2733,Ekans
2733,Oddish
2733,Bellsprout
2733,Exeggcute
2734,Caterpie
2734,Weedle
2734,Metapod
2734,Kakuna
2734,Beedrill
2734,Butterfree
2735,Paras
2735,Rattata
2735,Spearow
2735,Pidgeotto
2735,Beedrill
2735,Butterfree
2736,Yanma
2736,Spinarak
2736,Shuckle
2736,Rattata
2736,Paras
2736,Geodude
2737,Beedrill
2737,Sunflora
2737,Butterfree
2737,Sandshrew
2737,Yanma
2737,Dunsparce
2738,Ledyba
2738,Spinarak
2738,Caterpie
2738,Weedle
2738,Yanma
2738,Venonat
2739,Yanma
2739,Scyther
2739,Ledyba
2739,Kakuna
2739,Ariados
2739,Weepinbell
2740,Scyther
2740,Butterfree
2740,Parasect
2740,Dunsparce
2740,Heracross
2740,Pinsir
2741,Ledian
2741,Omastar
2741,Dodrio
2741,Yanma
2741,Venomoth
2741,Beedrill
2742,Surskit
2742,Surskit
2742,Surskit
2743,Surskit
2743,Surskit
2743,Surskit
2744,Surskit
2744,Surskit
2744,Masquerain
2745,Surskit
2745,Wurmple
2745,Surskit
2745,Masquerain
2746,Surskit
2746,Dustox
2746,Surskit
2746,Masquerain
2746,Beautifly
2747,Surskit
2748,Nincada
2748,Dustox
2748,Beautifly
2749,Wurmple
2749,Silcoon
2749,Beautifly
2750,Wurmple
2750,Cascoon
2750,Dustox
2751,Illumise
2751,Volbeat
2752,Surskit
2753,Dustox
2753,Beautifly
2754,Dustox
2754,Beautifly
2755,Wurmple
2755,Silcoon
2755,Beautifly
2756,Surskit
2756,Surskit
2756,Surskit
2757,Surskit
2757,Surskit
2757,Surskit
2758,Surskit
2758,Surskit
2758,Masquerain
2759,Surskit
2759,Wurmple
2759,Surskit
2759,Masquerain
2760,Surskit
2760,Dustox
2760,Surskit
2760,Masquerain
2760,Beautifly
2761,Wurmple
2761,Cascoon
2761,Dustox
2762,Masquerain
2763,Masquerain
2763,Pinsir
2764,Masquerain
2764,Pinsir
2765,Masquerain
2765,Kricketune
2765,Pinsir
2765,Vespiquen
2766,Masquerain
2766,Ninjask
2767,Nincada
2767,Dustox
2767,Beautifly
2768,Beautifly
2769,Dustox
2770,Butterfree
2770,Beedrill
2770,Yanma
2770,Beautifly
2770,Silcoon
2772,Charmander
2772,Charmeleon
2773,Ninetales
2774,Growlithe
2774,Ponyta
2775,Growlithe
2775,Vulpix
2775,Ninetales
2776,Ponyta
2777,Vulpix
2777,Growlithe
2778,Koffing
2778,Magmar
2778,Koffing
2778,Koffing
2779,Koffing
2779,Magmar
2779,Koffing
2780,Growlithe
2780,Koffing
2781,Charmander
2781,Charmeleon
2782,Vulpix
2782,Growlithe
2783,Meowth
2783,Chansey
2784,Growlithe
2784,Ponyta
2785,Growlithe
2785,Vulpix
2785,Ninetales
2786,Ponyta
2787,Ninetales
2788,Koffing
2788,Magmar
2788,Koffing
2788,Koffing
2789,Koffing
2789,Koffing
2789,Magmar
2790,Growlithe
2790,Koffing
2791,Ninetales
2791,Growlithe
2791,Sandshrew
2791,Drowzee
2791,Charmeleon
2791,Vulpix
2792,Ninetales
2792,Onix
2792,Tentacruel
2792,Drowzee
2792,Dugtrio
2792,Nidoking
2793,Ninetales
2793,Vulpix
2793,Ponyta
2793,Growlithe
2793,Charmeleon
2793,Rapidash
2794,Ninetales
2794,Weezing
2794,Arcanine
2794,Clefable
2794,Machamp
2794,Rapidash
2795,Persian
2795,Charmeleon
2795,Houndour
2795,Electabuzz
2795,Quilava
2795,Gligar
2796,Gligar
2796,Dunsparce
2796,Quilava
2796,Ninetales
2796,Rapidash
2796,Steelix
2797,Typhlosion
2797,Houndoom
2797,Magcargo
2797,Dugtrio
2797,Stantler
2797,Gligar
2798,Persian
2798,Steelix
2798,Murkrow
2798,Pinsir
2798,Gyarados
2798,Moltres
2799,Braviary
2800,Luxio
2800,Pikachu
2801,Pachirisu
2802,Magnemite
2803,Machop
2804,Machop
2805,Magnemite
2805,Machoke
2806,Magnemite
2806,Magneton
2806,Machoke
2807,Magneton
2807,Magneton
2807,Machamp
2808,Magneton
2808,Magneton
2808,Machamp
2809,Diglett
2809,Sandshrew
2810,Mankey
2811,Rattata
2811,Ekans
2812,Squirtle
2813,Spearow
2813,Raticate
2814,Growlithe
2814,Charmander
2815,Rattata
2815,Diglett
2815,Ekans
2815,Sandshrew
2816,Nidorino
2817,Diglett
2817,Sandshrew
2818,Mankey
2819,Rattata
2819,Ekans
2820,Rattata
2820,Ekans
2821,Weepinbell
2822,Spearow
2822,Raticate
2823,Rattata
2823,Diglett
2823,Ekans
2823,Sandshrew
2824,Nidorino
2825,Nidoking
2826,Golduck
2826,Sandslash
2827,Sandshrew
2827,Marill
2828,Diglett
2828,Zubat
2828,Diglett
2829,Sandslash
2830,Nidoking
2831,Fearow
2831,Primeape
2831,Tauros
2833,Dugtrio
2833,Poliwrath
2833,Primeape
2834,Sandshrew
2834,Sandslash
2834,Zubat
2835,Mankey
2836,Psyduck
2837,Geodude
2837,Geodude
2837,Psyduck
2838,Geodude
2838,Geodude
2838,Psyduck
2839,Graveler
2839,Graveler
2839,Slugma
2839,Psyduck
2840,Graveler
2840,Graveler
2840,Magcargo
2840,Golduck
2841,Baltoy
2841,Sandshrew
2841,Baltoy
2842,Sandshrew
2843,Zigzagoon
2843,Taillow
2844,Zigzagoon
2844,Taillow
2845,Linoone
2845,Swellow
2846,Sandshrew
2846,Linoone
2846,Swellow
2847,Swellow
2847,Sandslash
2847,Linoone
2848,Kecleon
2849,Zigzagoon
2849,Nuzleaf
2850,Sandshrew
2850,Nuzleaf
2851,Taillow
2851,Swellow
2852,Sandshrew
2853,Baltoy
2853,Sandshrew
2853,Baltoy
2854,Taillow
2854,Nuzleaf
2855,Sandshrew
2856,Zigzagoon
2856,Taillow
2857,Zigzagoon
2857,Taillow
2858,Linoone
2858,Swellow
2859,Sandshrew
2859,Swellow
2859,Linoone
2860,Swellow
2860,Sandslash
2860,Linoone
2861,Swellow
2861,Xatu
2862,Kecleon
2863,Nuzleaf
2864,Baltoy
2864,Sandshrew
2865,Sandshrew
2865,Nuzleaf
2866,Sandshrew
2867,Sandshrew
2868,Nidorino
2868,Raticate
2868,Sandslash
2869,Growlithe
2869,Charmander
2870,Growlithe
2870,Charmander
2871,Growlithe
2871,Charmeleon
2872,Arcanine
2872,Charmeleon
2873,Rattata
2873,Sandshrew
2873,Ekans
2873,Sandshrew
2874,Mankey
2875,Rattata
2875,Ekans
2876,Spearow
2876,Raticate
2877,Spearow
2877,Raticate
2878,Fearow
2878,Raticate
2879,Fearow
2879,Raticate
2880,Nidoking
2880,Tauros
2881,Primeape
2882,Nidorino
2883,Geodude
2883,Sandshrew
2884,Squirtle
2885,Squirtle
2886,Wartortle
2887,Wartortle
2888,Pinsir
2888,Heracross
2889,Rattata
2889,Ekans
2890,Ponyta
2891,Shinx
2892,Cascoon
2892,Dustox
2893,Gastly
2893,Gastly
2893,Gastly
2894,Ponyta
2895,Luxio
2895,Stunky
2896,Buizel
2896,Shinx
2897,Geodude
2898,Geodude
2899,Graveler
2900,Graveler
2901,Chimchar
2902,Starly
2902,Shinx
2903,Aipom
2904,Ponyta
2905,Aipom
2905,Floatzel
2906,Buizel
2906,Shinx
2907,Aipom
2908,Aipom
2909,Ambipom
2910,Ambipom
2910,Bibarel
2911,Nidoking
2912,Buizel
2913,Golduck
2913,Sandslash
2914,Sandshrew
2914,Marill
2915,Skiploom
2915,Marill
2916,Diglett
2916,Zubat
2916,Diglett
2917,Rhydon
2918,Nidoking
2919,Linoone
2921,Dugtrio
2921,Poliwrath
2921,Primeape
2922,Sandshrew
2922,Sandslash
2922,Zubat
2923,Sudowoodo
2924,Sudowoodo
2924,Chinchou
2925,Sudowoodo
2925,Lanturn
2925,Skiploom
2926,Sudowoodo
2926,Jumpluff
2926,Lanturn
2927,Mankey
2928,Psyduck
2929,Geodude
2929,Geodude
2929,Psyduck
2930,Geodude
2930,Graveler
2930,Golduck
2930,Slugma
2931,Graveler
2931,Graveler
2931,Magcargo
2931,Golduck
2932,Slakoth
2933,Sandslash
2934,Graveler
2935,Gulpin
2936,Swalot
2937,Swalot
2937,Golbat
2938,Swalot
2938,Golbat
2939,Swalot
2939,Skuntank
2939,Crobat
2940,Taillow
2940,Zubat
2941,Minun
2941,Volbeat
2942,Doduo
2942,Pelipper
2943,Sandshrew
2944,Diglett
2944,Magnemite
2944,Zubat
2944,Charmander
2944,Squirtle
2945,Clefairy
2945,Magnemite
2945,Abra
2945,Cubone
2945,Growlithe
2945,Charmander
2946,Diglett
2946,Pidgey
2946,Dugtrio
2946,Sandshrew
2946,Geodude
2947,Diglett
2947,Pidgeot
2947,Kabutops
2947,Sandshrew
2947,Graveler
2948,Meganium
2948,Parasect
2948,Weepinbell
2948,Jumpluff
2948,Sunflora
2948,Exeggutor
2949,Chikorita
2949,Totodile
2949,Cyndaquil
2949,Diglett
2949,Chinchou
2949,Bellsprout
2950,Hoppip
2950,Wooper
2950,Diglett
2950,Teddiursa
2950,Meowth
2950,Psyduck
2951,Wailmer
2951,Bayleef
2951,Misdreavus
2952,Rhydon
2952,Solrock
2952,Dodrio
2953,Corphish
2953,Swablu
2954,Mawile
2954,Vigoroth
2954,Relicanth
2954,Rhyhorn
2955,Spinarak
2955,Taillow
2956,Ponyta
2956,Raticate
2957,Squirtle
2957,Geodude
2958,Koffing
2958,Flaaffy
2958,Phanpy
2959,Clamperl
2959,Rhyhorn
2959,Forretress
2959,Pelipper
2960,Ledian
2960,Mawile
2960,Ninjask
2960,Heracross
2960,Pinsir
2961,Taillow
2961,Ledyba
2962,Kirlia
2962,Girafarig
2962,Kadabra
2962,Lunatone
2963,Whiscash
2963,Shedinja
2963,Lanturn
2963,Quagsire
2964,Nidorina
2964,Aipom
2965,Dewgong
2965,Dugtrio
2965,Pinsir
2965,Kingler
2965,Nidoking
2965,Lapras
2966,Nosepass
2966,Mightyena
2967,Magnemite
2967,Whismur
2968,Sewaddle
2969,Sewaddle
2970,Gastly
2971,Gastly
2972,Gastly
2973,Gastly
2973,Gastly
2974,Gastly
2975,Gastly
2976,Gastly
2977,Haunter
2978,Gastly
2979,Haunter
2980,Gastly
2980,Gastly
2980,Gastly
2981,Gastly
2982,Gastly
2983,Haunter
2984,Gastly
2984,Haunter
2985,Gastly
2985,Gastly
2985,Haunter
2986,Gastly
2986,Haunter
2987,Gastly
2987,Gastly
2987,Gastly
2988,Gastly
2989,Gastly
2990,Gastly
2991,Gastly
2992,Gastly
2993,Gastly
2994,Gastly
2995,Gastly
2995,Gastly
2996,Gastly
2997,Gastly
2998,Gastly
2999,Haunter
3000,Haunter
3001,Gastly
3001,Gastly
3001,Haunter
3002,Gastly
3002,Vulpix
3002,Zubat
3002,Goldeen
3002,Tentacool
3002,Butterfree
3003,Gastly
3003,Vulpix
3003,Zubat
3003,Lickitung
3003,Butterfree
3003,Seaking
3004,Haunter
3004,Gastly
3004,Seaking
3004,Golbat
3004,Lickitung
3004,Magnemite
3005,Haunter
3005,Magmar
3005,Zubat
3005,Lickitung
3005,Magneton
3005,Tentacruel
3006,Gengar
3006,Magneton
3006,Tentacruel
3006,Magmar
3006,Golbat
3006,Cloyster
3007,Gengar
3007,Lapras
3007,Golbat
3007,Ninetales
3007,Magneton
3007,Aerodactyl
3008,Gengar
3008,Haunter
3008,Cloyster
3008,Ninetales
3008,Aerodactyl
3008,Lapras
3009,Gengar
3009,Haunter
3009,Golbat
3009,Magmar
3009,Ninetales
3009,Lapras
3010,Gastly
3010,Haunter
3010,Gengar
3010,Golbat
3010,Lickitung
3010,Tentacruel
3011,Lapras
3011,Magmar
3011,Gengar
3011,Golbat
3011,Lickitung
3011,Tentacruel
3012,Beautifly
3012,Sneasel
3012,Flaaffy
3012,Illumise
3013,Sentret
3013,Taillow
3013,Slakoth
3014,Furret
3014,Taillow
3014,Slakoth
3015,Furret
3015,Swellow
3015,Vigoroth
3016,Ariados
3016,Ninetales
3016,Forretress
3016,Politoed
3017,Nuzleaf
3017,Jumpluff
3017,Volbeat
3017,Beautifly
3018,Gulpin
3018,Zubat
3019,Gulpin
3019,Golbat
3020,Swalot
3020,Golbat
3021,Magikarp
3021,Feebas
3021,Wailord
3022,Wailmer
3022,Wailmer
3022,Wailord
3023,Wailord
3023,Wailord
3024,Wailord
3024,Wailord
3025,Phanpy
3025,Trapinch
3026,Phanpy
3026,Vibrava
3027,Roselia
3027,Lileep
3027,Spinda
3028,Kirlia
3028,Gloom
3028,Roselia
3028,Stantler
3029,Golduck
3029,Gloom
3029,Jumpluff
3029,Stantler
3030,Golduck
3030,Gloom
3030,Jumpluff
3030,Noctowl
3031,Koffing
3031,Ralts
3031,Shroomish
3032,Koffing
3032,Kirlia
3032,Shroomish
3033,Natu
3033,Tentacool
3033,Teddiursa
3034,Natu
3034,Tentacool
3034,Teddiursa
3035,Geodude
3035,Lotad
3035,Snorunt
3035,Slakoth
3036,Graveler
3036,Lotad
3036,Snorunt
3036,Slakoth
3037,Shelgon
3037,Vigoroth
3038,Natu
3038,Meditite
3039,Swellow
3039,Magneton
3039,Ninetales
3039,Machoke
3040,Vigoroth
3040,Combusken
3040,Koffing
3040,Swellow
3041,Misdreavus
3041,Wobbuffet
3041,Quagsire
3041,Swellow
3041,Golbat
3041,Sandslash
3042,Poochyena
3042,Zigzagoon
3042,Ralts
3042,Skitty
3042,Whismur
3042,Shroomish
3043,Hariyama
3043,Rayquaza
3043,Rhydon
3043,Sceptile
3043,Milotic
3043,Gyarados
3044,Zangoose
3044,Corsola
3044,Donphan
3044,Milotic
3044,Meganium
3044,Cradily
3045,Miltank
3045,Ninjask
3045,Cradily
3045,Hariyama
3045,Espeon
3045,Suicune
3046,Milotic
3046,Houndoom
3046,Claydol
3046,Starmie
3046,Magneton
3046,Seviper
3047,Corphish
3047,Barboach
3047,Wailmer
3047,Carvanha
3047,Goldeen
3047,Horsea
3048,Nosepass
3048,Clamperl
3048,Machoke
3048,Ariados
3048,Medicham
3048,Delcatty
3049,Typhlosion
3049,Misdreavus
3049,Camerupt
3049,Lunatone
3049,Ampharos
3049,Solrock
3050,Delibird
3050,Flaaffy
3050,Spoink
3050,Swablu
3050,Tentacool
3050,Numel
3051,Wooper
3051,Shroomish
3051,Marill
3051,Makuhita
3051,Lotad
3051,Whismur
3052,Weezing
3052,Muk
3052,Claydol
3052,Golem
3052,Shiftry
3052,Ludicolo
3053,Rhyhorn
3053,Tentacool
3054,Sudowoodo
3054,Kirlia
3054,Croconaw
3054,Loudred
3055,Wooper
3055,Natu
3056,Cyndaquil
3057,Scizor
3057,Electabuzz
3057,Quagsire
3057,Arcanine
3057,Walrein
3057,Primeape
3058,Shuppet
3058,Ledyba
3058,Remoraid
3058,Togepi
3059,Shuppet
3059,Ledyba
3059,Remoraid
3059,Togetic
3060,Banette
3060,Ledian
3060,Octillery
3060,Togetic
3061,Loudred
3061,Luvdisc
3062,Xatu
3062,Dodrio
3062,Whiscash
3062,Raticate
3063,Mareep
3063,Torchic
3064,Plusle
3064,Minun
3064,Snubbull
3065,Lileep
3066,Sneasel
3066,Shelgon
3066,Grovyle
3067,Swinub
3067,Bagon
3067,Murkrow
3067,Clamperl
3068,Swinub
3068,Bagon
3068,Murkrow
3068,Clamperl
3069,Piloswine
3069,Salamence
3069,Murkrow
3069,Gorebyss
3070,Swablu
3070,Feebas
3071,Swablu
3071,Feebas
3071,Wingull
3072,Altaria
3072,Milotic
3072,Pelipper
3073,Cleffa
3073,Pichu
3073,Smoochum
3073,Togepi
3074,Dustox
3074,Beautifly
3074,Sunflora
3074,Illumise
3074,Volbeat
3075,Sharpedo
3075,Hitmonlee
3075,Zangoose
3075,Victreebel
3075,Golem
3075,Nidoqueen
3076,Venusaur
3076,Lapras
3077,Lotad
3077,Seedot
3077,Castform
3078,Sentret
3078,Smeargle
3078,Skitty
3079,Nidoking
3079,Magmar
3079,Politoed
3079,Fearow
3079,Jynx
3079,Armaldo
3080,Rayquaza
3080,Claydol
3081,Poochyena
3081,Taillow
3081,Ralts
3081,Duskull
3082,Blastoise
3082,Dugtrio
3083,Teddiursa
3083,Pichu
3083,Pichu
3083,Smoochum
3084,Dratini
3084,Sunkern
3085,Unown
3085,Carvanha
3086,Taillow
3086,Natu
3086,Torchic
3086,Swablu
3087,Trapinch
3087,Spoink
3087,Spinda
3088,Venonat
3088,Snorunt
3089,Simisage
3089,Simisear
3089,Simipour
3090,Pidgeotto
3091,Pansage
3091,Pansear
3092,Panpour
3092,Pansear
3093,Pansage
3093,Panpour
3094,Smeargle
3095,Smeargle
3096,Cacturne
3096,Qwilfish
3096,Kirlia
3097,Metang
3097,Golem
3097,Marshtomp
3097,Camerupt
3097,Entei
3098,Claydol
3098,Forretress
3098,Flygon
3098,Whiscash
3098,Entei
3099,Claydol
3099,Forretress
3099,Flygon
3099,Whiscash
3099,Houndoom
3100,Claydol
3100,Forretress
3100,Swampert
3100,Solrock
3100,Entei
3101,Claydol
3101,Forretress
3101,Swampert
3101,Solrock
3101,Houndoom
3102,Golbat
3102,Huntail
3102,Lanturn
3102,Altaria
3102,Raikou
3103,Crobat
3103,Pelipper
3103,Rhydon
3103,Starmie
3103,Raikou
3104,Crobat
3104,Pelipper
3104,Rhydon
3104,Starmie
3104,Manectric
3105,Mantine
3105,Rhydon
3105,Gyarados
3105,Crobat
3105,Raikou
3106,Mantine
3106,Rhydon
3106,Gyarados
3106,Crobat
3106,Manectric
3107,Ludicolo
3107,Ludicolo
3107,Ludicolo
3107,Ludicolo
3107,Sudowoodo
3108,Ludicolo
3108,Ludicolo
3108,Loudred
3108,Golduck
3108,Sudowoodo
3109,Ludicolo
3109,Ludicolo
3109,Loudred
3109,Golduck
3109,Armaldo
3110,Ludicolo
3110,Ludicolo
3110,Exploud
3110,Ludicolo
3110,Sudowoodo
3111,Ludicolo
3111,Ludicolo
3111,Exploud
3111,Ludicolo
3111,Armaldo
3112,Delcatty
3112,Steelix
3112,Banette
3112,Vileplume
3112,Suicune
3113,Bellossom
3113,Misdreavus
3113,Raichu
3113,Wigglytuff
3113,Suicune
3114,Bellossom
3114,Misdreavus
3114,Raichu
3114,Wigglytuff
3114,Milotic
3115,Blissey
3115,Dusclops
3115,Raichu
3115,Meganium
3115,Suicune
3116,Blissey
3116,Dusclops
3116,Raichu
3116,Meganium
3116,Milotic
3117,Swellow
3117,Alakazam
3117,Kingdra
3117,Heracross
3117,Electabuzz
3117,Snorlax
3118,Sceptile
3118,Charizard
3118,Gengar
3118,Aerodactyl
3118,Tauros
3118,Starmie
3119,Ninjask
3119,Manectric
3119,Salamence
3119,Flygon
3119,Marowak
3119,Lapras
3120,Latios
3120,Latias
3120,Gengar
3120,Metagross
3120,Snorlax
3120,Tauros
3121,Lairon
3121,Sealeo
3121,Slowking
3121,Ursaring
3121,Primeape
3121,Primeape
3122,Slowking
3122,Ursaring
3122,Aggron
3122,Walrein
3122,Poliwrath
3123,Salamence
3123,Granbull
3123,Arcanine
3123,Tauros
3123,Hitmontop
3123,Gyarados
3124,Lanturn
3124,Quagsire
3124,Lunatone
3124,Castform
3124,Metang
3125,Metang
3125,Quagsire
3125,Scizor
3125,Solrock
3125,Castform
3125,Starmie
3126,Electrode
3126,Gengar
3126,Muk
3126,Glalie
3126,Regirock
3126,Regice
3127,Luvdisc
3127,Beautifly
3127,Roselia
3127,Delcatty
3128,Gardevoir
3128,Gorebyss
3128,Roselia
3128,Altaria
3129,Shuckle
3129,Milotic
3129,Wobbuffet
3129,Blissey
3129,Misdreavus
3129,Meganium
3130,Piloswine
3130,Glalie
3130,Delibird
3131,Piloswine
3131,Glalie
3131,Delibird
3132,Piloswine
3132,Glalie
3132,Sealeo
3133,Gloom
3133,Jumpluff
3133,Sunflora
3134,Vileplume
3134,Jumpluff
3134,Sunflora
3135,Vileplume
3135,Jumpluff
3135,Roselia
3136,Geodude
3136,Geodude
3136,Sandslash
3137,Muk
3137,Grumpig
3138,Muk
3138,Grumpig
3138,Camerupt
3138,Croconaw
3139,Muk
3139,Grumpig
3139,Camerupt
3139,Croconaw
3140,Grimer
3140,Dustox
3140,Seviper
3141,Furret
3141,Remoraid
3141,Castform
3141,Aipom
3142,Furret
3142,Octillery
3142,Castform
3142,Aipom
3143,Furret
3143,Octillery
3143,Castform
3143,Wigglytuff
3144,Ariados
3144,Gloom
3144,Illumise
3145,Masquerain
3145,Ariados
3145,Heracross
3146,Masquerain
3146,Forretress
3146,Heracross
3147,Masquerain
3147,Forretress
3147,Dustox
3148,Spheal
3148,Carvanha
3149,Baltoy
3149,Ralts
3149,Kirlia
3150,Houndour
3150,Duskull
3150,Koffing
3150,Kirlia
3151,Volbeat
3151,Spinarak
3151,Ledian
3152,Volbeat
3152,Ariados
3152,Ledian
3153,Volbeat
3153,Ariados
3153,Illumise
3154,Nuzleaf
3154,Carvanha
3154,Houndour
3154,Murkrow
3155,Nuzleaf
3155,Sharpedo
3155,Houndour
3155,Murkrow
3156,Nuzleaf
3156,Sharpedo
3156,Houndour
3156,Sneasel
3157,Rhyhorn
3157,Grovyle
3157,Ariados
3158,Rhyhorn
3158,Grovyle
3158,Ariados
3159,Rhyhorn
3159,Grovyle
3159,Masquerain
3160,Seaking
3160,Linoone
3160,Electrode
3160,Sandslash
3160,Sudowoodo
3161,Torkoal
3161,Magcargo
3161,Houndoom
3162,Torkoal
3162,Magcargo
3162,Ninetales
3163,Pineco
3163,Nincada
3163,Surskit
3163,Yanma
3164,Forretress
3164,Ninjask
3164,Masquerain
3164,Yanma
3165,Forretress
3165,Ninjask
3165,Masquerain
3165,Beautifly
3166,Kadabra
3166,Swellow
3166,Kecleon
3166,Vibrava
3167,Kadabra
3167,Swellow
3167,Kecleon
3167,Vibrava
3168,Kadabra
3168,Swellow
3168,Kecleon
3168,Quagsire
3169,Muk
3169,Grumpig
3170,Muk
3170,Grumpig
3170,Breloom
3170,Quilava
3171,Muk
3171,Grumpig
3171,Breloom
3171,Quilava
3172,Spheal
3172,Lileep
3172,Dustox
3173,Sealeo
3173,Lileep
3173,Dustox
3174,Shroomish
3174,Cacnea
3175,Wynaut
3175,Clamperl
3175,Geodude
3175,Hitmontop
3176,Wobbuffet
3176,Clamperl
3176,Graveler
3176,Hitmontop
3177,Wobbuffet
3177,Clamperl
3177,Graveler
3177,Medicham
3178,Wobbuffet
3178,Huntail
3178,Golem
3178,Hitmontop
3179,Wobbuffet
3179,Huntail
3179,Golem
3179,Medicham
3180,Cradily
3180,Vileplume
3180,Cacturne
3180,Tropius
3181,Cradily
3181,Vileplume
3181,Cacturne
3181,Sceptile
3182,Linoone
3182,Vigoroth
3182,Granbull
3183,Linoone
3183,Vigoroth
3183,Granbull
3184,Linoone
3184,Vigoroth
3184,Delcatty
3185,Pupitar
3185,Zubat
3185,Swablu
3185,Forretress
3186,Pupitar
3186,Golbat
3186,Swablu
3186,Forretress
3187,Pupitar
3187,Golbat
3187,Swablu
3187,Mawile
3188,Muk
3188,Grumpig
3189,Muk
3189,Grumpig
3189,Sharpedo
3189,Bayleef
3190,Muk
3190,Grumpig
3190,Sharpedo
3190,Bayleef
3191,Golduck
3191,Hitmontop
3191,Hariyama
3191,Venomoth
3191,Weepinbell
3192,Crobat
3192,Seviper
3192,Chimecho
3192,Masquerain
3193,Horsea
3193,Goldeen
3193,Spheal
3194,Horsea
3194,Goldeen
3194,Beldum
3195,Horsea
3195,Goldeen
3195,Beldum
3196,Kingdra
3196,Seaking
3196,Metagross
3197,Hoothoot
3197,Baltoy
3198,Hoothoot
3198,Slakoth
3199,Noctowl
3199,Vigoroth
3200,Noctowl
3200,Slaking
3201,Carvanha
3201,Magnemite
3201,Psyduck
3201,Remoraid
3202,Duskull
3202,Skitty
3203,Snorunt
3203,Barboach
3204,Abra
3204,Machop
3204,Feebas
3204,Makuhita
3205,Gulpin
3205,Mareep
3205,Luvdisc
3205,Bellossom
3206,Furret
3206,Zigzagoon
3206,Togetic
3206,Delibird
3207,Hoothoot
3207,Graveler
3207,Gulpin
3207,Seel
3208,Kirlia
3208,Linoone
3208,Natu
3209,Doduo
3209,Tentacool
3209,Chimecho
3210,Poochyena
3210,Magnemite
3210,Staryu
3210,Absol
3211,Seviper
3211,Snorunt
3211,Golbat
3211,Mightyena
3212,Pelipper
3212,Electrike
3212,Spearow
3213,Shuppet
3213,Teddiursa
3213,Corsola
3214,Chimecho
3214,Stantler
3214,Grimer
3215,Remoraid
3215,Golbat
3215,Roselia
3216,Kadabra
3216,Flaaffy
3216,Vigoroth
3216,Ralts
3217,Goldeen
3217,Carvanha
3217,Koffing
3217,Mightyena
3218,Chimecho
3218,Kecleon
3218,Noctowl
3218,Mightyena
3219,Duskull
3219,Corphish
3219,Qwilfish
3220,Kadabra
3220,Sneasel
3220,Misdreavus
3220,Meowth
3221,Machoke
3221,Golem
3221,Forretress
3221,Mantine
3221,Crobat
3222,Murkrow
3222,Pineco
3222,Ariados
3223,Shellder
3223,Rhyhorn
3223,Swalot
3223,Golbat
3223,Sharpedo
3224,Absol
3224,Ninjask
3224,Sandslash
3224,Mawile
3225,Torkoal
3225,Nuzleaf
3225,Swinub
3226,Lotad
3226,Oddish
3226,Cacnea
3226,Shroomish
3226,Pineco
3226,Seedot
3227,Lotad
3227,Oddish
3227,Cacnea
3227,Shroomish
3227,Pineco
3228,Lotad
3228,Oddish
3228,Cacnea
3228,Shroomish
3228,Pineco
3229,Lombre
3229,Vileplume
3229,Cacturne
3229,Breloom
3229,Forretress
3230,Lanturn
3230,Magneton
3230,Lickitung
3231,Minun
3231,Beautifly
3231,Ledian
3231,Illumise
3232,Banette
3232,Sableye
3232,Dusclops
3232,Crobat
3232,Wailord
3233,Houndoom
3233,Ninetales
3233,Vileplume
3233,Magmar
3233,Pinsir
3234,Masquerain
3234,Dunsparce
3234,Roselia
3234,Spinda
3235,Seviper
3235,Murkrow
3235,Paras
3235,Growlithe
3236,Plusle
3236,Dustox
3236,Xatu
3236,Volbeat
3237,Delibird
3237,Grumpig
3237,Swalot
3237,Relicanth
3237,Golduck
3237,Quagsire
3238,Doduo
3238,Taillow
3239,Yanma
3239,Roselia
3239,Smeargle
3239,Vileplume
3239,Altaria
3240,Roselia
3240,Hoppip
3240,Masquerain
3240,Bellossom
3241,Volbeat
3241,Spoink
3241,Illumise
3241,Seviper
3241,Wailmer
3242,Medicham
3242,Golem
3242,Xatu
3242,Hitmonchan
3243,Mightyena
3243,Stantler
3243,Zangoose
3243,Sharpedo
3243,Sunflora
3244,Shuckle
3244,Blissey
3244,Weezing
3245,Absol
3245,Smeargle
3245,Donphan
3245,Ampharos
3245,Tentacruel
3246,Glalie
3246,Ampharos
3246,Breloom
3246,Donphan
3246,Dugtrio
3247,Camerupt
3247,Weezing
3247,Muk
3247,Rapidash
3247,Magcargo
3248,Cacturne
3248,Ninetales
3248,Torkoal
3248,Mantine
3248,Tropius
3249,Clamperl
3249,Octillery
3249,Lanturn
3249,Relicanth
3250,Stantler
3250,Exploud
3250,Scyther
3250,Chansey
3251,Electrode
3251,Misdreavus
3251,Claydol
3251,Kangaskhan
3251,Banette
3252,Sneasel
3252,Yanma
3252,Misdreavus
3252,Duskull
3253,Beedrill
3253,Furret
3253,Togetic
3253,Pidgeotto
3254,Natu
3254,Nincada
3254,Wailmer
3255,Spinarak
3255,Beautifly
3255,Dustox
3255,Vulpix
3256,Corphish
3256,Electrike
3256,Grimer
3257,Beldum
3257,Murkrow
3257,Slakoth
3257,Rhyhorn
3258,Swinub
3258,Shuppet
3258,Spinarak
3259,Jigglypuff
3259,Chimecho
3259,Dunsparce
3260,Sudowoodo
3260,Clamperl
3261,Grumpig
3261,Skarmory
3261,Metang
